transaction_id,customer_id,timestamp,amount,amount_proxy,merchant_category,channel,city,customer_tenure_months,is_fraud
321,10160,2025-02-18 16:06:30,126.37,125.51,grocery,web,Bhopal,87.0,0
322,10053,2025-03-16 16:50:29,69.18,83.41,restaurant,mobile,Pune,65.0,0
323,10307,2025-01-12 10:13:18,66.72,68.7,restaurant,pos,Indore,103.0,0
324,10458,2025-03-29 19:56:19,75.87,,electronics,mobile,Pune,118.0,0
325,10487,2025-02-25 17:16:44,,74.77,electronics,web,Ujjain,97.0,0
326,10115,2025-03-17 19:03:14,34.51,33.7,grocery,mobile,Ujjain,42.0,0
327,10118,2025-02-02 13:50:18,36.36,,fashion,mobile,Dewas,33.0,0
328,10018,2025-03-26 21:42:21,30.63,29.02,grocery,pos,Delhi,1.0,0
329,10070,2025-02-26 08:56:36,224.21,236.35,electronics,mobile,Pune,119.0,1
330,10277,2025-01-12 10:10:48,58.05,66.0,restaurant,web,Indore,88.0,0
331,10273,2025-03-25 01:28:02,,,restaurant,mobile,Indore,112.0,0
332,10185,2025-03-13 14:54:11,54.74,57.79,grocery,web,Bhopal,94.0,0
333,10154,2025-01-28 00:26:05,20.97,39.29,restaurant,pos,Dewas,52.0,0
334,10414,2025-02-19 02:39:34,107.55,108.25,fuel,mobile,Ujjain,18.0,0
335,10230,2025-02-04 22:12:36,26.32,32.54,restaurant,web,Dewas,6.0,0
336,10404,2025-02-18 21:57:01,56.02,54.78,grocery,mobile,Ujjain,95.0,0
337,10481,2025-03-28 21:12:30,80.87,97.84,grocery,web,Pune,37.0,0
338,10158,2025-03-22 21:40:14,,60.56,restaurant,web,Ujjain,46.0,0
339,10101,2025-01-20 09:33:59,43.01,51.21,grocery,mobile,Dewas,100.0,0
340,10476,2025-03-29 11:05:46,40.73,38.06,fuel,pos,Dewas,58.0,0
341,10317,2025-02-09 09:57:43,38.99,37.54,,pos,,114.0,0
342,10145,2025-03-05 10:27:02,27.8,38.55,restaurant,mobile,Dewas,66.0,0
343,10310,2025-03-10 18:43:18,,47.99,fashion,web,Indore,99.0,0
344,10257,2025-02-13 11:08:48,105.82,122.36,,mobile,Dewas,15.0,0
345,10452,2025-02-11 02:22:46,37.69,,fashion,mobile,Dewas,48.0,0
346,10127,2025-02-11 01:49:56,24.27,,fashion,web,Indore,22.0,0
347,10495,2025-03-19 15:06:23,28.92,51.81,travel,pos,Ujjain,7.0,0
348,10468,2025-02-04 18:29:51,82.7,93.44,travel,pos,Ujjain,119.0,0
349,10090,2025-01-26 04:38:02,,81.97,fashion,web,Pune,62.0,0
350,10082,2025-02-02 13:03:14,58.22,59.28,fashion,pos,Ujjain,43.0,0
351,10266,2025-01-18 12:56:48,34.21,37.98,fashion,mobile,Pune,45.0,0
352,10022,2025-02-05 05:39:17,58.71,70.71,restaurant,web,Dewas,29.0,0
353,10149,2025-01-11 06:24:33,26.62,32.99,grocery,mobile,Pune,15.0,0
354,10217,2025-01-09 01:52:01,34.17,32.14,fashion,web,Delhi,109.0,0
355,10484,2025-03-07 03:30:59,75.97,78.61,fashion,web,Ujjain,13.0,0
356,10496,2025-01-07 23:15:42,71.4,,restaurant,pos,Dewas,46.0,0
357,10075,2025-02-21 03:19:23,21.37,33.47,fashion,mobile,Delhi,19.0,0
358,10445,2025-03-12 04:31:07,23.19,,fuel,web,Indore,111.0,0
359,10045,2025-03-07 04:52:48,43.41,,fashion,mobile,Dewas,25.0,0
360,10374,2025-02-10 03:31:02,124.21,140.19,grocery,pos,Bhopal,47.0,0
361,10422,2025-01-18 10:14:43,11.65,10.56,fashion,mobile,,90.0,0
362,10445,2025-03-25 18:16:42,48.47,65.09,grocery,pos,Pune,68.0,0
363,10111,2025-03-17 03:56:51,16.54,24.23,electronics,pos,Ujjain,46.0,0
364,10446,2025-02-25 02:23:50,26.78,22.13,grocery,mobile,Pune,68.0,0
365,10057,2025-01-08 19:24:18,31.92,27.48,fuel,mobile,Ujjain,52.0,0
366,10259,2025-01-04 03:58:48,30.77,38.4,grocery,mobile,Dewas,35.0,0
367,10234,2025-01-15 04:15:01,28.59,,fashion,pos,Bhopal,72.0,0
368,10157,2025-03-19 10:22:15,40.64,45.31,fuel,mobile,Pune,44.0,0
369,10011,2025-01-19 12:34:14,28.56,,,web,Pune,115.0,0
370,10386,2025-01-26 10:31:33,15.63,23.58,electronics,web,Delhi,56.0,0
371,10167,2025-03-29 19:35:23,67.15,85.85,grocery,mobile,Pune,91.0,0
372,10330,2025-03-15 15:26:29,65.98,58.45,restaurant,pos,Delhi,28.0,0
373,10205,2025-01-20 16:24:04,69.97,80.39,restaurant,pos,Ujjain,77.0,0
374,10186,2025-02-04 12:27:11,14.86,22.2,fuel,mobile,,67.0,0
375,10443,2025-02-16 10:01:56,49.12,42.8,restaurant,web,Dewas,89.0,0
376,10047,2025-03-01 18:49:25,62.76,65.05,restaurant,web,,55.0,0
377,10368,2025-03-26 06:08:31,20.69,16.45,fuel,pos,Ujjain,86.0,0
378,10373,2025-03-20 09:37:54,40.69,45.75,fashion,mobile,Delhi,7.0,0
379,10189,2025-03-29 22:44:10,37.5,55.02,restaurant,pos,Ujjain,83.0,0
380,10131,2025-01-04 15:47:38,133.94,166.19,restaurant,web,Dewas,90.0,0
381,10002,2025-01-22 06:32:18,141.31,151.75,electronics,mobile,Indore,60.0,0
382,10468,2025-02-20 16:04:57,13.71,19.57,grocery,pos,Dewas,5.0,0
383,10473,2025-01-05 10:05:38,,233.62,grocery,web,Dewas,68.0,1
384,10120,2025-02-01 23:32:15,22.31,28.09,restaurant,web,Dewas,93.0,0
385,10015,2025-01-14 19:46:47,76.51,88.88,restaurant,mobile,Dewas,55.0,0
386,10061,2025-03-25 23:06:25,76.01,87.56,,mobile,Pune,12.0,0
387,10033,2025-01-06 16:47:22,21.17,37.21,restaurant,pos,Pune,48.0,0
388,10415,2025-01-14 08:33:11,55.74,,grocery,pos,Bhopal,119.0,0
389,10445,2025-01-18 13:28:06,37.72,33.77,electronics,mobile,Pune,33.0,0
390,10076,2025-01-14 08:57:47,57.99,71.31,fashion,web,Pune,64.0,0
391,10373,2025-02-21 04:06:38,46.99,59.77,travel,mobile,Indore,43.0,0
392,10089,2025-02-02 18:59:26,88.02,101.1,grocery,pos,Bhopal,85.0,0
393,10183,2025-03-24 02:53:21,42.48,56.63,fuel,mobile,Delhi,51.0,0
394,10299,2025-01-24 11:22:01,36.27,42.13,travel,pos,Dewas,46.0,0
395,10359,2025-02-18 08:23:34,82.47,93.97,restaurant,mobile,Indore,69.0,0
396,10437,2025-03-01 09:47:37,58.98,67.03,fashion,web,Bhopal,69.0,0
397,10022,2025-02-26 08:08:14,65.08,56.74,restaurant,mobile,Bhopal,60.0,0
398,10098,2025-03-13 16:11:12,26.26,28.77,restaurant,mobile,Delhi,31.0,0
399,10140,2025-01-19 04:01:59,20.5,17.61,electronics,web,Dewas,13.0,0
400,10155,2025-02-15 16:06:18,27.97,21.83,fuel,mobile,Indore,83.0,0
401,10499,2025-03-14 01:15:38,27.02,41.73,electronics,mobile,Indore,41.0,0
402,10388,2025-03-19 16:06:54,67.43,79.56,grocery,web,Ujjain,73.0,0
403,10160,2025-02-25 14:25:26,76.28,85.19,fashion,mobile,Indore,45.0,0
404,10485,2025-02-28 16:05:06,36.57,36.44,travel,mobile,Pune,102.0,0
405,10249,2025-03-19 18:32:07,102.52,117.19,fuel,pos,Ujjain,85.0,0
406,10250,2025-02-26 05:43:19,98.45,118.2,grocery,mobile,,49.0,0
407,10216,2025-03-27 09:30:03,47.38,46.45,restaurant,pos,Indore,40.0,0
408,10071,2025-01-12 11:36:09,23.71,26.52,grocery,pos,Bhopal,90.0,0
409,10467,2025-02-01 07:27:56,112.62,133.08,travel,mobile,Pune,1.0,0
410,10006,2025-01-11 02:18:47,38.87,28.05,restaurant,web,Dewas,7.0,0
411,10087,2025-01-09 03:39:02,43.9,48.71,travel,pos,,11.0,0
412,10114,2025-02-12 11:23:34,32.44,32.9,fashion,web,Delhi,42.0,0
413,10139,2025-01-21 08:00:23,22.68,24.33,grocery,pos,Dewas,60.0,0
414,10065,2025-02-06 15:27:34,15.57,13.43,,mobile,Ujjain,35.0,0
415,10008,2025-02-09 09:44:16,61.03,69.45,fashion,mobile,Pune,23.0,0
416,10338,2025-02-25 21:11:41,24.31,42.62,fuel,mobile,Pune,38.0,0
417,10484,2025-03-27 02:41:53,295.51,328.38,restaurant,mobile,Dewas,59.0,1
418,10060,2025-03-18 10:40:39,19.97,24.7,travel,pos,Indore,36.0,0
419,10148,2025-02-04 01:08:57,17.86,35.96,restaurant,web,Bhopal,69.0,0
420,10253,2025-01-30 07:15:47,56.35,58.71,fashion,pos,,46.0,0
421,10463,2025-03-11 08:52:12,109.3,136.93,restaurant,web,Pune,112.0,0
422,10347,2025-01-12 03:05:20,42.18,47.28,fashion,pos,Delhi,119.0,0
423,10383,2025-02-18 15:25:46,58.67,79.97,fuel,pos,Ujjain,79.0,0
424,10290,2025-02-08 01:42:55,,19.67,fuel,mobile,Dewas,67.0,0
425,10208,2025-01-17 10:52:00,26.04,,electronics,web,Ujjain,4.0,0
426,10099,2025-02-25 11:31:45,20.13,22.02,restaurant,pos,Bhopal,75.0,0
427,10432,2025-01-29 20:47:08,,8.22,fashion,pos,Dewas,46.0,0
428,10402,2025-01-17 16:53:35,43.64,49.48,restaurant,mobile,Dewas,35.0,0
429,10012,2025-02-28 18:53:40,9.41,,,mobile,Bhopal,95.0,0
430,10357,2025-01-16 16:16:04,,19.08,fuel,pos,,6.0,0
431,10042,2025-03-02 13:21:47,28.53,29.42,restaurant,web,Delhi,32.0,0
432,10369,2025-01-15 14:07:22,23.56,24.38,fashion,mobile,Dewas,93.0,0
433,10412,2025-02-09 03:04:51,52.34,,grocery,mobile,Indore,111.0,0
434,10065,2025-03-14 17:15:53,49.33,65.05,grocery,web,Delhi,62.0,0
435,10216,2025-01-21 13:52:28,72.31,75.65,travel,pos,Dewas,63.0,0
436,10061,2025-03-11 02:04:34,65.96,68.53,grocery,mobile,Delhi,116.0,0
437,10283,2025-03-06 23:19:07,84.9,,fashion,pos,Delhi,12.0,0
438,10463,2025-03-23 05:44:21,40.4,57.47,travel,mobile,Ujjain,58.0,0
439,10040,2025-01-16 04:45:56,49.27,64.35,,mobile,Pune,29.0,0
440,10198,2025-03-06 08:39:05,,53.15,grocery,mobile,Pune,57.0,0
441,10486,2025-03-26 07:12:23,44.35,,travel,mobile,Indore,108.0,0
442,10150,2025-03-10 16:07:13,31.24,27.54,fashion,pos,Ujjain,71.0,0
443,10066,2025-01-17 21:52:18,32.59,34.36,fuel,mobile,Ujjain,118.0,0
444,10244,2025-03-15 23:52:06,,39.46,grocery,pos,Pune,,0
445,10254,2025-01-10 15:47:40,53.2,48.2,grocery,mobile,Pune,103.0,0
446,10331,2025-02-22 23:54:13,38.05,29.67,fashion,web,Ujjain,21.0,0
447,10156,2025-02-14 18:55:08,26.28,22.81,fashion,web,Dewas,39.0,0
448,10477,2025-02-17 19:07:53,26.3,31.75,grocery,pos,Ujjain,33.0,0
449,10260,2025-02-16 18:13:37,18.42,25.6,restaurant,mobile,Indore,92.0,0
450,10143,2025-01-03 19:59:22,76.42,,grocery,mobile,Ujjain,62.0,0
451,10480,2025-02-15 17:41:48,42.57,57.08,fuel,mobile,Indore,27.0,0
452,10462,2025-03-26 07:22:04,23.08,11.74,grocery,mobile,,21.0,0
453,10249,2025-02-09 07:12:06,68.41,,restaurant,mobile,Delhi,46.0,0
454,10012,2025-01-25 22:07:55,28.1,28.98,fashion,mobile,Ujjain,19.0,0
455,10298,2025-03-31 12:48:00,16.21,24.01,grocery,pos,Dewas,83.0,0
456,10277,2025-01-09 21:49:25,78.55,,travel,web,Ujjain,101.0,0
457,10074,2025-02-13 18:21:58,28.53,31.99,grocery,mobile,Dewas,116.0,0
458,10316,2025-02-16 03:12:40,,36.62,electronics,web,Pune,29.0,0
459,10420,2025-02-13 00:21:52,41.54,55.77,grocery,pos,Pune,53.0,0
460,10052,2025-03-24 22:55:41,85.0,82.52,electronics,mobile,Delhi,,0
461,10361,2025-02-07 23:00:52,40.98,46.14,fashion,mobile,Ujjain,60.0,0
462,10070,2025-03-29 14:19:53,18.55,12.09,,pos,Ujjain,54.0,0
463,10374,2025-01-07 00:20:37,57.6,68.56,fashion,mobile,Indore,27.0,0
464,10209,2025-03-08 01:18:08,29.51,39.27,grocery,web,Indore,14.0,0
465,10003,2025-02-23 08:47:10,137.99,164.85,fuel,mobile,,48.0,0
466,10483,2025-01-22 15:34:44,40.42,40.99,travel,web,Dewas,11.0,0
467,10082,2025-01-21 12:24:37,9.46,,fashion,pos,Pune,8.0,0
468,10298,2025-03-06 18:30:33,51.02,68.03,grocery,mobile,Indore,63.0,0
469,10090,2025-02-27 09:14:07,143.16,147.19,grocery,pos,Ujjain,103.0,0
470,10466,2025-02-25 00:07:37,112.66,131.08,restaurant,pos,Delhi,65.0,0
471,10369,2025-01-05 13:48:00,,156.59,restaurant,pos,Delhi,3.0,0
472,10402,2025-02-23 19:25:38,20.85,21.28,restaurant,mobile,Bhopal,101.0,0
473,10216,2025-03-30 07:47:46,,72.28,grocery,web,Indore,82.0,0
474,10233,2025-01-02 13:25:05,25.3,35.88,electronics,mobile,Bhopal,37.0,0
475,10317,2025-02-12 05:03:03,46.8,42.82,restaurant,pos,Ujjain,33.0,0
476,10392,2025-02-14 11:51:20,17.68,18.37,restaurant,pos,Dewas,108.0,0
477,10423,2025-03-22 16:59:29,26.61,29.48,restaurant,pos,Pune,57.0,0
478,10008,2025-01-26 10:56:49,26.06,34.91,electronics,web,Ujjain,17.0,0
479,10331,2025-02-12 19:12:43,,76.22,,web,Indore,34.0,0
480,10054,2025-03-06 13:08:04,68.07,70.76,fashion,pos,Delhi,32.0,0
481,10143,2025-01-06 10:18:52,48.42,55.02,restaurant,web,Indore,48.0,0
482,10414,2025-03-14 02:21:10,16.81,26.88,grocery,mobile,Pune,42.0,0
483,10125,2025-03-15 23:58:52,,55.29,fashion,mobile,Delhi,66.0,0
484,10398,2025-03-06 18:26:15,24.9,15.83,fuel,mobile,Bhopal,39.0,0
485,10231,2025-02-28 08:04:36,71.19,,electronics,mobile,Bhopal,77.0,0
486,10116,2025-03-09 06:50:23,86.99,88.74,travel,pos,Bhopal,59.0,0
487,10167,2025-03-12 08:35:42,80.37,98.16,restaurant,pos,Bhopal,112.0,0
488,10265,2025-03-23 07:19:59,24.76,20.22,travel,mobile,Pune,,0
489,10382,2025-02-08 12:50:48,6.82,2.24,fuel,mobile,Delhi,40.0,0
490,10303,2025-02-11 01:04:53,12.83,9.66,restaurant,pos,Ujjain,6.0,0
491,10466,2025-02-27 09:56:36,101.91,113.53,grocery,mobile,Ujjain,70.0,0
492,10433,2025-01-18 09:04:22,31.16,37.48,fashion,mobile,,41.0,0
493,10376,2025-03-19 01:27:16,24.83,31.68,electronics,mobile,Dewas,108.0,0
494,10301,2025-03-11 08:18:31,117.65,131.72,travel,web,Delhi,49.0,0
495,10144,2025-02-26 19:06:04,,92.46,restaurant,web,,35.0,0
496,10206,2025-01-28 03:34:01,41.1,51.85,restaurant,pos,Bhopal,,0
497,10059,2025-02-01 06:58:30,33.42,37.01,travel,mobile,Indore,103.0,0
498,10187,2025-02-09 03:32:42,37.12,50.87,restaurant,web,Bhopal,14.0,0
499,10463,2025-03-01 15:03:50,46.88,46.84,fashion,web,Delhi,114.0,0
500,10212,2025-03-12 00:33:19,114.44,115.35,restaurant,pos,Ujjain,28.0,0
501,10056,2025-03-02 11:12:18,53.23,,restaurant,mobile,Ujjain,101.0,0
502,10325,2025-03-25 16:39:17,64.84,82.99,,mobile,Bhopal,65.0,0
503,10481,2025-03-28 10:52:04,86.49,98.16,travel,web,Pune,68.0,0
504,10433,2025-03-05 10:35:46,18.91,19.58,fuel,pos,Dewas,25.0,0
505,10137,2025-02-03 09:10:14,66.07,67.04,grocery,pos,Pune,86.0,0
506,10226,2025-02-23 21:59:19,33.4,51.47,restaurant,mobile,Indore,78.0,0
507,10265,2025-02-08 06:10:35,,0.59,,mobile,Pune,58.0,0
508,10123,2025-02-26 14:50:55,,5.55,electronics,mobile,Indore,55.0,0
509,10134,2025-03-15 02:11:08,20.87,27.93,electronics,pos,Ujjain,72.0,0
510,10118,2025-02-03 05:45:29,57.13,49.14,electronics,pos,Bhopal,57.0,0
511,10497,2025-02-15 12:26:47,,58.97,electronics,pos,,116.0,0
512,10373,2025-01-05 02:34:29,45.6,56.07,restaurant,mobile,Pune,5.0,0
513,10420,2025-03-08 06:59:52,143.76,168.21,,mobile,Pune,30.0,0
514,10408,2025-02-14 02:04:56,17.73,24.32,electronics,mobile,Dewas,102.0,0
515,10479,2025-02-11 08:58:20,39.73,43.21,grocery,pos,Bhopal,95.0,0
516,10052,2025-02-17 22:03:01,49.3,46.71,restaurant,web,Delhi,42.0,0
517,10440,2025-01-20 09:28:10,25.06,26.95,grocery,web,Delhi,61.0,0
518,10033,2025-02-23 19:36:35,41.2,38.34,fuel,mobile,Bhopal,4.0,0
519,10237,2025-03-09 01:38:25,14.3,,fuel,mobile,Delhi,22.0,0
520,10297,2025-02-01 11:18:01,101.13,119.72,fuel,pos,Ujjain,113.0,0
521,10178,2025-01-12 19:17:42,25.97,40.9,fashion,web,Ujjain,77.0,0
522,10073,2025-02-04 19:33:58,151.47,172.62,restaurant,mobile,Indore,5.0,0
523,10096,2025-01-18 20:56:26,39.6,51.75,fashion,web,Indore,95.0,0
524,10412,2025-02-03 15:42:31,78.9,85.99,fashion,mobile,Ujjain,49.0,0
525,10159,2025-02-26 09:56:31,39.07,,grocery,pos,Dewas,68.0,0
526,10155,2025-01-11 04:55:56,39.65,48.2,grocery,mobile,Pune,,0
527,10461,2025-03-09 06:06:09,27.67,27.9,electronics,mobile,Dewas,100.0,0
528,10071,2025-01-21 05:09:55,43.7,51.1,travel,web,Bhopal,17.0,0
529,10457,2025-03-22 12:31:33,49.73,47.21,fuel,mobile,Ujjain,44.0,0
530,10460,2025-03-07 22:04:42,24.29,20.15,grocery,pos,Indore,33.0,0
531,10299,2025-01-25 12:47:12,37.29,46.85,grocery,pos,Dewas,109.0,0
532,10082,2025-02-20 16:34:18,27.21,37.57,travel,web,Indore,93.0,0
533,10077,2025-01-10 23:09:51,180.33,194.08,,mobile,Delhi,78.0,1
534,10142,2025-01-09 23:26:12,,48.1,restaurant,web,Bhopal,7.0,0
535,10288,2025-03-28 01:03:38,110.43,119.42,fashion,web,Bhopal,96.0,0
536,10076,2025-03-14 05:15:05,35.62,,grocery,web,Indore,67.0,0
537,10227,2025-01-14 21:33:13,47.87,64.95,travel,web,Ujjain,33.0,0
538,10057,2025-01-26 10:36:31,17.13,25.65,,web,Indore,53.0,0
539,10270,2025-01-18 18:57:38,30.25,,restaurant,pos,Delhi,54.0,0
540,10010,2025-02-05 13:32:53,46.38,67.22,,web,Bhopal,36.0,0
541,10354,2025-01-27 05:16:17,113.4,121.38,fuel,pos,Delhi,109.0,0
542,10027,2025-01-30 12:36:55,46.73,44.45,grocery,pos,Dewas,110.0,0
543,10097,2025-02-17 15:29:07,99.43,,fashion,mobile,Pune,7.0,0
544,10087,2025-01-18 00:21:20,61.34,66.66,restaurant,mobile,Delhi,112.0,0
545,10415,2025-03-21 10:54:11,116.49,111.63,fuel,pos,Indore,49.0,0
546,10026,2025-03-07 11:43:37,38.92,41.93,fuel,web,Indore,96.0,0
547,10214,2025-03-10 10:46:45,191.26,209.85,travel,mobile,Pune,93.0,1
548,10295,2025-01-16 06:04:15,29.5,39.31,,mobile,Ujjain,72.0,0
549,10257,2025-03-05 17:37:13,24.58,30.35,restaurant,pos,Delhi,89.0,0
550,10340,2025-03-17 06:17:20,18.42,15.82,fuel,pos,Dewas,82.0,0
551,10401,2025-01-16 18:23:24,,210.84,grocery,pos,Delhi,102.0,1
552,10196,2025-03-09 14:45:38,68.9,82.95,travel,mobile,Ujjain,51.0,0
553,10414,2025-02-02 04:35:40,32.55,30.31,,mobile,Ujjain,88.0,0
554,10158,2025-03-12 21:10:16,91.09,98.08,travel,pos,Dewas,117.0,0
555,10492,2025-02-13 01:21:16,63.24,53.03,travel,pos,Indore,113.0,0
556,10252,2025-03-14 04:46:14,145.18,153.88,,mobile,Ujjain,18.0,0
557,10368,2025-01-14 06:26:24,14.79,10.63,restaurant,pos,Dewas,,0
558,10437,2025-02-05 00:24:46,,38.72,,pos,,61.0,0
559,10396,2025-01-25 14:36:29,29.94,25.97,fashion,mobile,Ujjain,75.0,0
560,10425,2025-01-23 08:27:59,11.21,,grocery,web,Pune,77.0,0
561,10268,2025-01-28 17:59:58,,80.45,fashion,web,Ujjain,101.0,0
562,10021,2025-02-04 10:03:24,33.93,39.37,fashion,pos,Pune,64.0,0
563,10246,2025-01-12 10:54:59,65.42,76.68,fuel,web,Pune,84.0,0
564,10090,2025-03-05 15:17:54,187.51,213.23,restaurant,mobile,Delhi,108.0,1
565,10444,2025-02-19 12:31:03,32.15,36.11,grocery,mobile,Indore,13.0,0
566,10118,2025-03-16 15:13:20,30.76,22.12,,pos,Ujjain,77.0,0
567,10114,2025-03-05 10:51:39,43.69,43.97,grocery,pos,Pune,44.0,0
568,10124,2025-01-14 09:56:02,76.84,82.8,grocery,pos,Indore,108.0,0
569,10321,2025-01-07 07:03:08,27.98,28.11,fashion,mobile,Dewas,66.0,0
570,10285,2025-02-08 01:15:59,26.84,30.66,electronics,web,Dewas,72.0,0
571,10474,2025-02-13 07:13:33,80.41,101.46,restaurant,mobile,Pune,90.0,0
572,10208,2025-01-22 14:56:22,51.73,64.43,electronics,web,Pune,29.0,0
573,10141,2025-03-12 09:34:34,10.71,4.1,travel,mobile,Ujjain,65.0,0
574,10024,2025-02-22 08:13:05,18.24,25.86,travel,pos,Dewas,92.0,0
575,10003,2025-03-09 07:39:31,107.32,125.32,electronics,mobile,Dewas,93.0,0
576,10186,2025-01-10 19:27:45,52.52,52.37,restaurant,mobile,Pune,28.0,0
577,10462,2025-03-15 08:33:28,24.64,34.39,fashion,mobile,Dewas,100.0,0
578,10261,2025-01-19 13:09:19,36.21,39.27,travel,pos,Indore,20.0,0
579,10446,2025-02-10 08:11:59,40.8,,fashion,mobile,Pune,32.0,0
580,10050,2025-02-09 13:02:33,65.25,76.72,restaurant,mobile,Dewas,102.0,0
581,10046,2025-03-15 20:24:11,16.73,20.47,restaurant,web,,74.0,0
582,10416,2025-01-25 21:59:20,23.42,24.41,grocery,mobile,Ujjain,65.0,0
583,10053,2025-01-22 16:01:35,48.3,53.8,grocery,web,Ujjain,67.0,0
584,10025,2025-01-31 13:35:48,37.91,36.71,fashion,mobile,Delhi,116.0,0
585,10202,2025-02-02 11:21:02,58.66,70.58,fuel,pos,Pune,28.0,0
586,10462,2025-01-17 08:26:27,18.19,20.03,travel,web,Bhopal,36.0,0
587,10344,2025-01-16 20:55:40,51.02,58.47,restaurant,mobile,Indore,59.0,0
588,10049,2025-01-21 19:41:28,82.23,94.95,electronics,web,Pune,101.0,0
589,10418,2025-02-12 01:45:59,55.5,52.92,restaurant,web,Dewas,66.0,0
590,10421,2025-01-31 21:38:54,44.28,42.44,electronics,web,Dewas,87.0,0
591,10400,2025-02-05 06:50:58,38.0,24.88,fashion,web,,98.0,0
592,10451,2025-03-06 17:09:39,23.51,30.85,electronics,pos,Pune,,0
593,10119,2025-01-22 16:24:09,38.6,33.53,grocery,pos,Indore,55.0,0
594,10489,2025-03-23 21:22:02,91.73,103.8,restaurant,mobile,Dewas,55.0,0
595,10160,2025-03-09 15:50:46,,44.9,grocery,mobile,Dewas,10.0,0
596,10401,2025-01-16 17:19:28,22.68,30.22,fashion,pos,Dewas,10.0,0
597,10289,2025-01-29 05:54:32,,23.26,restaurant,pos,Dewas,58.0,0
598,10389,2025-01-17 12:28:15,46.09,51.1,grocery,mobile,Bhopal,90.0,0
599,10313,2025-01-25 13:15:26,31.73,,grocery,web,Dewas,100.0,0
600,10321,2025-02-02 21:28:20,55.45,75.82,fashion,mobile,Bhopal,49.0,0
601,10308,2025-01-12 18:43:23,56.82,71.54,restaurant,pos,Bhopal,68.0,0
602,10389,2025-01-02 07:10:40,72.08,83.43,fashion,web,Delhi,97.0,0
603,10369,2025-02-09 11:51:17,102.03,106.23,grocery,mobile,Delhi,38.0,0
604,10067,2025-03-05 02:08:26,77.27,92.29,fashion,mobile,Indore,19.0,0
605,10413,2025-01-28 06:24:12,22.04,23.42,fuel,mobile,Pune,110.0,0
606,10268,2025-03-19 10:35:14,22.48,,restaurant,mobile,Indore,65.0,0
607,10161,2025-02-03 05:37:45,38.5,38.06,travel,mobile,Ujjain,19.0,0
608,10257,2025-03-23 01:43:18,30.17,32.41,grocery,pos,,30.0,0
609,10483,2025-01-22 05:45:14,19.3,22.93,,pos,Ujjain,39.0,0
610,10428,2025-02-18 12:57:38,30.35,35.96,fashion,web,Bhopal,24.0,0
611,10416,2025-03-10 16:24:57,29.71,37.22,electronics,pos,Ujjain,53.0,0
612,10231,2025-01-06 07:31:28,26.14,24.64,fashion,pos,Bhopal,97.0,0
613,10392,2025-03-25 16:48:26,32.94,26.15,,mobile,,88.0,0
614,10192,2025-02-02 20:18:41,87.01,110.45,grocery,mobile,Delhi,110.0,0
615,10343,2025-02-14 19:31:58,46.04,71.48,grocery,pos,Bhopal,100.0,0
616,10319,2025-02-26 13:25:42,201.68,229.46,travel,mobile,Ujjain,38.0,1
617,10124,2025-02-27 20:52:35,45.19,40.02,grocery,web,Delhi,7.0,0
618,10133,2025-01-03 03:07:26,33.5,31.33,travel,mobile,Indore,19.0,0
619,10030,2025-03-20 01:05:31,40.56,49.5,grocery,web,Bhopal,95.0,0
620,10069,2025-02-26 02:59:08,47.79,64.25,restaurant,mobile,Ujjain,41.0,0
621,10216,2025-03-31 21:28:19,53.67,50.41,restaurant,web,Dewas,86.0,0
622,10238,2025-02-12 10:28:03,156.0,173.73,restaurant,mobile,Indore,55.0,1
623,10082,2025-02-25 05:11:44,23.35,27.72,grocery,mobile,Delhi,107.0,0
624,10208,2025-02-09 16:41:44,70.7,,restaurant,pos,Ujjain,61.0,0
625,10302,2025-03-22 01:55:25,46.3,49.11,grocery,mobile,Dewas,108.0,0
626,10116,2025-03-16 21:57:24,14.57,3.81,restaurant,pos,,30.0,0
627,10169,2025-03-23 18:35:37,66.75,79.73,fuel,pos,Bhopal,93.0,0
628,10183,2025-02-15 09:14:47,92.2,112.26,electronics,web,Bhopal,63.0,0
629,10252,2025-03-13 05:32:06,23.17,25.29,grocery,mobile,Ujjain,23.0,0
630,10183,2025-02-02 06:59:48,,48.28,restaurant,web,Delhi,28.0,0
631,10368,2025-02-11 11:36:42,13.18,10.97,fashion,pos,Dewas,,0
632,10163,2025-03-10 10:04:14,17.85,,restaurant,mobile,Ujjain,19.0,0
633,10216,2025-01-08 07:17:33,79.94,97.74,fashion,web,Ujjain,112.0,0
634,10189,2025-03-05 22:39:30,29.87,36.55,fashion,web,Bhopal,26.0,0
635,10091,2025-01-02 10:08:23,19.67,25.95,grocery,mobile,Pune,72.0,0
636,10342,2025-02-22 06:12:20,46.95,64.6,,pos,Pune,68.0,0
637,10117,2025-02-12 22:45:12,,23.82,electronics,pos,Bhopal,65.0,0
638,10148,2025-02-12 04:20:46,29.78,28.94,fuel,web,Bhopal,75.0,0
639,10396,2025-02-14 11:43:09,,74.51,grocery,mobile,Indore,,0
640,10474,2025-02-14 06:34:34,19.01,16.78,fashion,mobile,Dewas,116.0,0
641,10335,2025-02-06 15:54:09,,31.41,restaurant,mobile,,105.0,0
642,10458,2025-02-10 14:55:30,44.71,48.58,electronics,web,,55.0,0
643,10427,2025-02-21 03:14:29,75.95,77.12,travel,mobile,Dewas,87.0,0
